gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,PCA_1,PCA_2
0,-0.43991649313097614,1,1,-0.5444780367182193,1,0,2,1,1,1,1,1,1,0,0,3,-1.481049737066981,-0.8386865468237669,0,2,-1.6480943642456607,-0.5296280952351698
1,-0.43991649313097614,1,0,1.369379058123207,1,2,0,0,0,0,2,0,2,0,0,2,-0.030300955921955676,0.8753144188621417,0,0,1.2455348780454507,-0.9997844379060861
0,-0.43991649313097614,1,1,-0.62591876415828,1,2,0,0,0,2,2,0,0,1,1,3,-0.09344924192826831,-0.5347277417354844,0,2,-0.8086751368770717,-0.11696228539801973
1,-0.43991649313097614,1,1,0.7992939660427822,1,2,2,1,1,1,1,1,1,2,0,3,-1.2965902700485417,-0.41325458963665956,0,0,-0.5380102901157878,-1.011119722011102
0,-0.43991649313097614,0,0,-0.5444780367182193,1,0,0,0,2,0,0,2,0,1,0,2,-0.21808401694072754,-0.545963401269975,0,2,-0.8327108214334412,-0.1827126418041537
0,-0.43991649313097614,0,0,0.14776814652229667,1,0,0,2,2,2,2,2,2,1,0,0,0.7008897241511383,0.3185863852287667,0,2,0.5688301257072083,-0.2648531088452421
1,2.273158691738958,1,0,-1.0331224013585834,1,0,1,0,0,0,0,0,0,0,1,3,0.1774236690988095,-0.8010062505067228,1,1,-0.6581977044050864,2.5133533689629393
1,-0.43991649313097614,1,1,1.6137012404433893,1,2,1,2,2,2,2,0,2,1,1,1,1.3340343812144315,2.3202334793900135,0,0,3.0004706279165774,-0.8626132877255771
1,-0.43991649313097614,1,1,1.4100994218432374,1,2,1,2,2,2,0,2,2,1,1,2,1.5467443972356951,2.2957755014642465,1,0,2.977310643222873,-0.7214572988346049
1,2.273158691738958,0,0,0.06632741908223598,1,0,1,0,2,2,0,2,2,1,1,2,1.1661928841976528,0.46851290695422887,0,2,1.2674602577044407,2.252845726088526
1,2.273158691738958,1,0,1.002895784642934,1,2,1,0,2,2,0,0,2,0,1,0,1.0133075601823696,1.388512549544602,1,0,2.310690742097224,1.7483720445041913
0,-0.43991649313097614,1,0,-1.0331224013585834,1,0,1,0,0,2,0,2,0,0,1,2,0.7141841001524675,-0.7482273468781038,1,1,-0.7741091563890576,0.30400163076320746
0,2.273158691738958,1,0,-1.2774445836787656,1,2,1,0,0,2,0,2,2,0,1,2,1.1977670272008092,-0.9629189473347947,1,1,-0.3950766397163788,2.934104869729295
1,-0.43991649313097614,1,0,-0.9924020376385531,1,0,2,1,1,1,1,1,1,0,1,0,-1.502653098069141,-0.9362756446665625,0,1,-1.9694564449535577,-0.36282667347044256
0,-0.43991649313097614,0,0,1.4915401492832983,1,2,1,0,0,2,2,2,2,2,0,2,1.304122035211441,2.095520288700201,0,0,2.771174528809198,-0.7981190498236856
0,-0.43991649313097614,1,0,0.7178532386027215,1,2,1,2,0,2,0,2,2,1,1,3,1.3174164112127704,1.3027992568679279,0,0,1.8321414753693488,-0.41155138419016535
1,-0.43991649313097614,0,0,-0.9109613101984924,1,0,2,1,1,1,1,1,1,1,0,3,-1.504314895069307,-0.9077119051034372,0,1,-1.9066975809037705,-0.39630064662836645
0,-0.43991649313097614,1,1,-0.8295205827584317,1,2,2,1,1,1,1,1,1,2,0,1,-1.3132082400502028,-0.8861456195136584,0,1,-1.7533431618247535,-0.3699529284531335
0,-0.43991649313097614,0,0,-0.748079855318371,1,0,1,0,2,0,0,0,2,0,1,2,0.7158458971526335,-0.4860545997442235,1,2,-0.44448932634824984,0.16755946238731168
0,-0.43991649313097614,1,0,1.5322605130033284,0,1,0,2,0,2,2,0,2,2,1,0,-0.49560411596847015,0.4804549340822433,0,0,0.8468113135364982,-1.1477671540408736
0,2.273158691738958,0,0,1.2879383306831464,1,2,1,2,0,2,2,2,2,0,1,0,1.4686399382278874,2.1320748116650665,0,0,3.1797135043344635,1.6865165467679535
0,-0.43991649313097614,1,1,1.369379058123207,1,2,0,2,2,2,2,2,2,2,0,1,0.8354952811645946,1.623291478442131,0,0,2.16309182742381,-0.8347407595773059
0,-0.43991649313097614,1,1,1.5729808767233588,1,0,0,2,0,2,2,2,2,2,1,1,0.572931355138347,1.6413921480261826,0,0,2.1574710001873534,-0.9902819028270002
1,2.273158691738958,0,0,-0.5037576729981889,1,0,1,0,0,0,0,2,2,0,0,2,0.8371570781647607,-0.27966281851143904,0,2,0.30074770322009997,2.4559870948001707
1,-0.43991649313097614,1,0,1.6137012404433893,1,0,0,2,2,0,2,2,2,2,1,0,0.48485611412954227,1.532523242674301,0,0,2.065086119305809,-1.0172967789010428
0,-0.43991649313097614,1,1,1.5729808767233588,1,0,0,2,2,2,2,0,0,2,0,1,-0.023653767921291324,0.9761042448630926,0,0,1.427015184366127,-1.0840761797349538
1,-0.43991649313097614,1,1,0.22920887396235737,1,2,1,0,0,2,0,2,2,0,1,1,1.2093996062019723,0.7393828050833728,0,2,1.140474971954692,-0.19462392240117699
0,-0.43991649313097614,0,0,-0.1779947632379461,1,2,1,0,2,0,0,0,2,0,1,2,0.8371570781647607,0.15170704125872925,1,2,0.34731622562059333,-0.08436042610331819
1,2.273158691738958,1,0,-0.62591876415828,1,0,1,0,2,0,0,0,0,0,1,2,0.3884718881199074,-0.4628989870690159,1,2,-0.10814390190998202,2.3870299673823148
1,-0.43991649313097614,0,0,0.025607055362205634,0,1,0,0,2,0,0,2,0,1,1,2,-0.8528904710041867,-0.42952311827500844,0,2,-0.7558055851166272,-0.5963077421314241
0,-0.43991649313097614,1,1,-0.38159658183809786,0,1,0,2,0,0,2,0,0,2,0,3,-1.0024522010191377,-0.6482984063817598,0,2,-1.1973151567287366,-0.46706774901239323
1,-0.43991649313097614,1,1,1.0436161483629645,1,0,2,1,1,1,1,1,1,1,1,2,-1.502653098069141,-0.5179073634146949,0,0,-0.5737278394015136,-1.1476610765571313
0,2.273158691738958,1,0,1.5322605130033284,1,2,1,0,2,0,2,2,2,2,1,0,1.3190782082129364,2.237169065189055,0,0,3.3093175973573956,1.5393461629779182
1,-0.43991649313097614,1,0,-1.1552834925186746,1,0,1,0,0,0,0,0,0,0,0,2,0.19071804510013865,-0.8775367644675851,0,1,-1.1845918927971635,0.2050280771138767
1,-0.43991649313097614,1,1,0.5142514200025698,1,0,2,1,1,1,1,1,1,2,0,3,-1.4760643460664828,-0.5971971257877603,0,2,-0.9041700681180685,-0.9394019819839001
1,-0.43991649313097614,0,0,-0.9109613101984924,1,0,1,0,0,0,0,0,0,0,1,2,0.17410007509847744,-0.6807250937219695,1,1,-0.9292540102656783,0.08627658879874585
1,-0.43991649313097614,1,1,0.14776814652229667,1,0,2,1,1,1,1,1,1,2,0,1,-1.505976692069473,-0.6743236374056586,0,2,-1.1713631494842291,-0.8070280478447819
1,-0.43991649313097614,0,0,0.880734693482843,1,0,0,2,2,0,2,2,0,0,1,3,0.17077648109814536,0.706978191730461,0,0,0.9653372303756277,-0.740962105833128
1,-0.43991649313097614,1,1,-0.38159658183809786,1,2,0,0,2,0,2,0,0,2,0,3,-0.16823010693574386,-0.3830794490008075,0,2,-0.6116459806520887,-0.24747726495460448
0,-0.43991649313097614,1,1,0.35136996512244845,1,2,0,2,2,2,0,2,0,1,1,1,0.4516201741262198,0.41025965447579904,0,2,0.6179774261888188,-0.42611580316239245
1,2.273158691738958,0,0,-1.1145631287986442,1,0,1,0,0,0,0,0,0,0,1,3,0.2222921881032951,-0.8433662321308633,0,1,-0.7086622220303287,2.561861600204106
1,-0.43991649313097614,1,1,-0.21871512695797646,0,1,0,0,2,2,0,0,2,1,1,1,-0.62854787598176,-0.45715975037163364,0,2,-0.7977369205847759,-0.43659123152385065
0,-0.43991649313097614,0,0,-1.2774445836787656,1,0,1,0,0,0,2,2,2,0,1,2,1.0332491241843629,-0.9651042720772596,0,1,-0.8932591077868928,0.5178195288584996
0,-0.43991649313097614,1,1,1.4100994218432374,0,1,0,2,0,0,2,0,0,2,0,1,-0.9658926670154829,0.11645488354442356,0,0,0.3088184112371762,-1.1992878233922217
0,2.273158691738958,1,1,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,1,1,0.8238627021634315,1.8396165539588465,0,0,2.8491955192652734,1.4117513898604506
0,-0.43991649313097614,1,1,0.9621754209229036,1,2,2,1,1,1,1,1,1,2,1,1,-1.3231790220511994,-0.35893050689720685,0,0,-0.42581658405632894,-1.0848024608273612
1,-0.43991649313097614,1,1,0.47353105628253944,1,2,2,1,1,1,1,1,1,1,0,2,-1.3265026160515319,-0.5599362352293711,0,2,-0.8283427821757694,-0.88408105033742
0,2.273158691738958,1,0,1.369379058123207,1,2,1,0,2,0,0,2,2,0,1,2,1.1977670272008092,1.9464105045047513,0,0,2.9691883700785944,1.599284017990219
0,-0.43991649313097614,0,0,0.06632741908223598,1,2,0,2,2,0,2,0,0,1,1,3,-0.012021188920128179,-0.08527928636856212,1,2,-0.09264572155375728,-0.39977860712486335
0,-0.43991649313097614,1,0,1.4915401492832983,1,2,1,0,0,2,2,2,2,2,0,0,1.3489905542159264,2.18918021680402,0,0,2.8546935200909256,-0.7968656533076306
0,-0.43991649313097614,1,1,-1.2774445836787656,1,2,1,2,0,2,0,2,2,0,1,2,1.2526063282062914,-0.9621905057539732,1,1,-0.7830415228864838,0.5844462449815508
0,-0.43991649313097614,0,0,0.3106496014024181,1,0,2,1,1,1,1,1,1,2,0,1,-1.4993295040688086,-0.6408815466497583,0,2,-1.0564407184523363,-0.8677804282557207
1,-0.43991649313097614,1,1,-0.0965540357978854,1,2,0,2,0,0,0,0,0,0,1,0,-0.3427187919531868,-0.30604123333209976,0,2,-0.4902993233095368,-0.4131163294535851
0,-0.43991649313097614,0,0,-0.8702409464784621,1,0,0,0,0,0,2,2,2,0,0,3,0.19071804510013865,-0.6413009524084131,0,1,-0.8727861824387949,0.071527083521622
0,-0.43991649313097614,0,0,-0.7073594915983407,1,0,2,1,1,1,1,1,1,1,0,1,-1.4843733310673135,-0.8738945565634771,0,2,-1.7625327682534888,-0.4676255328767506
1,-0.43991649313097614,0,0,-0.8702409464784621,1,0,0,0,0,2,0,2,2,0,1,2,0.15249671409631763,-0.6929761566721508,0,1,-0.925515158418583,0.06672167230651921
0,-0.43991649313097614,1,1,1.2879383306831464,1,0,2,1,1,1,1,1,1,1,0,0,-1.4943441130683104,-0.4173162032994223,0,0,-0.3691248135266296,-1.246002790404434
1,2.273158691738958,1,0,1.6137012404433893,1,0,0,2,2,2,2,2,0,2,0,0,0.32033821111309646,1.3592424423879526,0,0,2.2858422965056895,1.3217992086785604
1,2.273158691738958,1,0,1.6137012404433893,1,2,1,2,2,2,2,0,0,2,1,0,0.9401884921750601,1.9659680572504457,0,0,2.9894159984380337,1.4304881289556661
0,-0.43991649313097614,0,1,-1.2774445836787656,1,0,0,2,0,0,0,0,0,0,0,3,-0.4507355969639848,-0.9848163427340378,0,1,-1.6388977692722349,0.06707969932907043
0,-0.43991649313097614,0,1,-0.7073594915983407,1,0,0,2,2,2,2,0,0,1,0,1,0.0278619390838584,-0.5615255623148,0,2,-0.8111996171433217,-0.047169948667301724
0,-0.43991649313097614,0,0,1.125056875803025,1,2,0,0,0,2,2,2,2,1,0,1,0.5247392421335293,1.1324542968921636,0,0,1.553469339966283,-0.7769059922194629
1,-0.43991649313097614,0,0,0.9621754209229036,1,0,0,2,0,2,0,0,0,1,0,3,-0.4008816869590011,0.32571628312589906,0,0,0.47814470274665044,-0.8940764753766911
0,-0.43991649313097614,0,0,-0.9924020376385531,1,0,2,1,1,1,1,1,1,2,0,3,-1.4594463760648215,-0.9360549047935863,0,1,-1.9479783228761665,-0.34965626621513146
0,-0.43991649313097614,0,0,-1.1960038562387048,1,0,1,0,0,2,2,0,0,0,0,1,0.5097830691320341,-0.9113761869948427,1,1,-1.0716558218782772,0.32158695286738
0,-0.43991649313097614,1,0,0.6771328748826912,1,2,0,0,0,0,0,0,0,0,1,1,-0.4191614539608286,0.13325318787791549,0,0,0.18599269546040167,-0.7719804932475454
0,-0.43991649313097614,0,0,-1.2367242199587352,1,0,1,0,0,0,0,2,0,0,1,2,0.5131066631323666,-0.942941988830445,1,1,-1.113128721504426,0.3413837241724558
0,-0.43991649313097614,0,0,-1.0738427650786138,1,0,1,2,2,2,2,0,2,0,1,0,1.109691786192005,-0.75690242388607,1,1,-0.6069418002230084,0.4405678008091752
1,-0.43991649313097614,0,0,1.5322605130033284,1,2,1,2,2,2,2,2,2,2,1,0,1.6680555782478224,2.396940585249257,0,0,3.17078790140901,-0.7416006650508883
1,-0.43991649313097614,0,0,-0.8295205827584317,1,2,1,0,2,2,2,2,2,0,1,3,1.6015836982411773,-0.39608102751910806,1,1,0.006932322646276485,0.45535880276497637
1,2.273158691738958,1,0,0.7992939660427822,1,0,1,2,0,2,2,2,2,1,1,0,1.3190782082129364,1.4124407517752264,0,0,2.3651819293425542,1.911524329705098
0,-0.43991649313097614,1,0,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,1,1,1.624848856243503,2.579249646340333,0,0,3.3137660682394507,-0.8082103695422593
0,-0.43991649313097614,0,0,0.3106496014024181,1,0,2,1,1,1,1,1,1,2,1,0,-1.4677553610656522,-0.6421839119003181,0,2,-1.0417041519085313,-0.8579612736607671
0,-0.43991649313097614,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,0,3,0.20401242110146783,-0.9761191917387739,1,1,-1.30991497797859,0.26595035199938977
0,2.273158691738958,0,0,-1.1960038562387048,1,0,1,0,0,2,0,2,0,0,1,2,0.7341256641544608,-0.9098751558586043,1,1,-0.5443830092724545,2.756239874593522
0,2.273158691738958,0,0,0.3106496014024181,1,0,1,0,0,0,0,2,2,0,1,2,0.8903345821700764,0.6143998890042258,0,2,1.3614318583354421,2.061667184494069
1,-0.43991649313097614,0,1,-1.2774445836787656,1,0,0,0,0,2,0,0,0,0,1,2,-0.49560411596847015,-0.9854123403910737,0,1,-1.6614422752745914,0.05345150739480995
1,-0.43991649313097614,1,0,-0.0965540357978854,1,0,2,1,1,1,1,1,1,1,0,1,-1.4943441130683104,-0.7528408102233072,0,2,-1.3516573077561218,-0.7055293355808474
1,-0.43991649313097614,1,1,-0.38159658183809786,1,0,1,2,0,0,2,2,2,0,1,2,1.1661928841976528,0.021801626012211996,1,2,0.31250454981533243,0.10635481770036807
1,-0.43991649313097614,1,1,-1.2774445836787656,1,2,1,0,0,0,0,0,0,0,1,2,0.3236618051134285,-0.974529864653345,1,1,-1.2497962953056398,0.30229219715741756
0,2.273158691738958,1,0,0.47353105628253944,1,2,1,0,0,2,2,2,2,0,0,2,1.3091074262119398,0.9773183141644619,0,2,1.8957123645570735,2.0830094322308703
1,-0.43991649313097614,0,0,1.3286586944031769,1,2,1,0,2,2,2,2,2,0,1,2,1.475287126228552,2.0569791068785492,1,0,2.7407067681606367,-0.6823665525489946
0,2.273158691738958,0,0,-1.0331224013585834,1,0,0,2,0,0,0,0,0,0,1,2,-0.5504434169739522,-0.8571624741918782,0,1,-1.0543780080275729,2.2984553382310637
1,2.273158691738958,0,0,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,1,1,-1.3181936310507012,-0.21721550844646073,0,0,0.44393222159828816,1.0308467703534434
0,2.273158691738958,0,0,-0.9924020376385531,1,2,1,0,0,0,2,2,2,0,1,1,1.1761636661986499,-0.606313682541679,0,1,-0.015072907698696226,2.7779983609836343
0,-0.43991649313097614,0,0,-0.6666391278783103,1,2,0,0,0,2,0,0,2,0,1,1,0.014567563082529699,-0.5468022127872848,1,2,-0.7856848253292174,-0.0677732620661327
1,2.273158691738958,1,1,1.369379058123207,1,2,1,0,0,2,0,2,2,0,1,1,1.15456030519649,2.004420943122907,1,0,2.98586268921728,1.5783705580040672
1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,3,0.22561578210362715,-0.9758322299039047,1,1,-1.2990602158293074,0.2725120740418114
1,-0.43991649313097614,0,1,-1.1960038562387048,1,0,0,2,0,2,0,0,0,0,0,3,-0.29452667894836937,-0.9378649717519915,0,1,-1.4861422159106503,0.0793905956279497
1,-0.43991649313097614,1,0,0.8400143297628127,1,2,1,2,0,2,0,0,2,0,0,2,0.9684390411778845,1.2128698326174077,1,0,1.6682087738756533,-0.5499590424480097
1,2.273158691738958,1,0,-0.9924020376385531,1,0,0,0,0,2,2,0,2,0,1,1,-0.012021188920128179,-0.7506113375062471,0,1,-0.6962863091389645,2.4341923723043286
1,2.273158691738958,1,0,1.4915401492832983,1,2,1,0,2,2,2,2,2,2,1,0,1.4503601712260603,2.223416971102634,1,0,3.3426960152642193,1.5958658240355241
0,-0.43991649313097614,0,0,-1.1145631287986442,1,0,1,0,2,0,0,2,0,0,1,3,0.682609957149311,-0.8217999465410846,0,1,-0.8827677222990693,0.33330681200616713
0,-0.43991649313097614,1,1,1.6137012404433893,1,2,1,2,0,2,2,2,2,2,0,3,1.4187860282229037,2.3375394854313503,0,0,3.053655809067455,-0.8390226476523529
0,-0.43991649313097614,1,0,-0.7888002190384014,0,1,0,0,0,2,0,2,2,0,1,0,-0.532163649972125,-0.7277868346405039,1,2,-1.2415118661324027,-0.16698307950242477
0,-0.43991649313097614,0,0,-1.1552834925186746,1,2,1,0,0,0,0,2,0,0,1,2,0.6942425361504742,-0.8654181454411896,1,1,-0.9280346273979458,0.3572446167413052
0,-0.43991649313097614,1,1,0.880734693482843,1,2,0,2,2,2,2,2,2,2,0,1,0.8820255971692458,1.1845268329272585,0,0,1.629404118486768,-0.5871738383410875
1,-0.43991649313097614,1,0,1.6137012404433893,1,2,0,0,2,2,2,2,2,2,0,0,0.7042133181514708,1.708519143398257,0,0,2.2887052552203433,-0.9736849515052561
1,-0.43991649313097614,0,0,-0.8295205827584317,1,2,1,0,2,2,0,2,2,0,1,2,1.393859073220412,-0.45384865227699,1,1,-0.1334812862754593,0.399579835388169
1,-0.43991649313097614,0,0,-1.2774445836787656,0,1,0,0,0,0,0,0,0,0,1,2,-1.3165318340505352,-0.9963168901160998,1,1,-2.073923236947334,-0.19589393021721482
1,2.273158691738958,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,2,-0.6501512369839195,-0.9874652212097528,0,1,-1.323576294331945,2.372825261177531
0,-0.43991649313097614,1,0,0.880734693482843,1,2,1,0,2,2,2,2,2,1,0,2,1.5151702542325387,1.5942862591330527,1,0,2.2104918467178307,-0.4482326805532772
1,-0.43991649313097614,1,1,1.4915401492832983,1,2,1,0,0,2,0,0,0,2,1,1,0.47987072312904416,1.385687079170506,0,0,1.8991219959418297,-0.9555426743736817
0,-0.43991649313097614,0,0,0.6364125111626608,1,0,0,2,2,0,0,0,0,2,0,1,-0.3078210549496983,0.1525017048014436,0,2,0.23114652962856785,-0.7259411500013585
0,-0.43991649313097614,1,1,0.6364125111626608,1,2,1,2,2,0,0,2,2,1,1,1,1.2791950802089493,1.2165561884961111,1,2,1.7118992785148466,-0.3825921313969667
0,-0.43991649313097614,1,0,-0.9924020376385531,1,2,1,0,0,0,2,0,2,0,1,2,0.8471278601657574,-0.6790695446746478,0,1,-0.640723819519349,0.32083622690233426
1,-0.43991649313097614,1,1,1.5729808767233588,1,2,0,2,2,2,2,2,2,2,1,3,0.8803638001690798,1.901754828201658,0,0,2.4798538521281297,-0.9309812012553773
1,-0.43991649313097614,0,0,-1.2367242199587352,1,0,0,2,0,0,0,0,0,0,1,2,-0.5637377929752814,-0.966605303213498,1,1,-1.6603290244220925,0.015551641767595374
1,-0.43991649313097614,1,0,1.4100994218432374,1,0,1,2,2,0,0,2,2,1,1,1,1.2010906212011416,1.9651292457331362,0,0,2.5900068107741987,-0.7830890395773201
1,-0.43991649313097614,1,1,0.06632741908223598,1,2,1,0,2,0,0,2,2,0,1,0,1.0947356131905097,0.49802582797115214,0,2,0.8359952066224864,-0.13922430866774238
0,-0.43991649313097614,0,0,-1.1960038562387048,1,0,1,0,0,0,0,0,0,0,1,2,0.16911468409797886,-0.9191903784982017,0,1,-1.2449820043401112,0.21855098826186317
0,-0.43991649313097614,1,1,-0.9516816739185228,1,0,0,0,2,0,2,2,0,1,1,3,0.0278619390838584,-0.7454901724531984,0,1,-1.0663254345292754,0.06479642384635836
1,-0.43991649313097614,1,1,1.5729808767233588,1,0,1,2,2,2,0,2,2,1,1,0,1.325725396213601,2.2102608746732506,0,0,2.9018828017350082,-0.8359444739096992
1,-0.43991649313097614,0,0,1.002895784642934,1,2,1,0,0,0,2,2,0,2,1,1,0.8537750481664219,1.3014306696554754,0,0,1.7593465223068925,-0.6551014751227473
1,-0.43991649313097614,0,0,1.6137012404433893,0,1,0,2,2,2,2,2,2,2,1,0,-0.035286346922454,0.9636986640018281,0,0,1.4355759121312648,-1.1005644515546733
0,2.273158691738958,1,1,0.6364125111626608,1,0,1,2,0,2,2,2,2,0,1,2,1.3207400052131024,1.2300213207476618,0,2,2.156753744216506,1.9946247776967458
1,-0.43991649313097614,0,0,-0.5851984004382496,1,0,2,1,1,1,1,1,1,1,0,3,-1.4843733310673135,-0.8300114698158008,0,2,-1.6664839495566581,-0.5172129223555283
1,-0.43991649313097614,1,1,0.43281069256250915,1,2,1,0,0,2,2,2,2,1,1,1,1.3140928172124378,0.9579815012917436,0,2,1.4475530065088376,-0.26462751697242914
0,-0.43991649313097614,1,1,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,1,0,0.9468356801757247,1.9456158409620363,0,0,2.5638442423075403,-0.9310901899343617
1,-0.43991649313097614,1,1,0.10704778280226633,1,2,0,0,0,0,2,2,2,1,1,0,0.28876406810994004,0.1674016462273398,0,2,0.2438544200552623,-0.3560712606352498
1,-0.43991649313097614,0,0,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,0,3,-1.46443176706532,-0.9751700102849761,0,1,-2.0657971330207006,-0.28764185683098603
0,-0.43991649313097614,1,1,0.6771328748826912,1,2,2,1,1,1,1,1,1,2,0,3,-1.3132082400502028,-0.4725011715434823,0,0,-0.6523302960833673,-0.9645662650926977
0,-0.43991649313097614,1,1,1.5729808767233588,1,2,1,2,2,2,0,2,0,2,0,0,1.1877962451998125,2.0964694701539988,0,0,2.7592248162081723,-0.8629512203730944
1,-0.43991649313097614,1,1,-0.8702409464784621,1,0,1,0,0,0,0,2,2,0,0,2,0.85876043916692,-0.5570224689060846,0,1,-0.4877191632941553,0.264409082092451
1,-0.43991649313097614,1,1,1.247217966963116,1,2,0,2,2,2,2,2,2,2,1,1,0.8188773111629334,1.463828994204095,0,0,1.9831114411980837,-0.774861503038728
0,2.273158691738958,0,0,1.3286586944031769,1,2,1,0,2,2,0,2,0,0,1,0,1.0199547481830342,1.7400407972592642,0,0,2.7237492555286287,1.5869871712933197
0,-0.43991649313097614,0,1,0.6771328748826912,1,0,2,1,1,1,1,1,1,2,0,1,-1.4727407520661506,-0.5550578840365961,0,0,-0.7851903955196989,-1.0023261965627452
0,-0.43991649313097614,0,0,-0.13727439951791576,1,2,1,0,0,2,0,2,2,0,1,1,1.1246479591934997,0.2875282851010096,1,2,0.6006870047788967,-0.02917560496581689
0,2.273158691738958,1,0,-0.7073594915983407,1,2,1,0,0,2,2,0,0,0,1,2,0.6078290921418354,-0.4519061413947992,1,2,-0.03749771967751671,2.481750544679708
0,-0.43991649313097614,1,1,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,1,2,-1.4893587220678117,-0.9708214347873442,0,1,-2.0752557791470085,-0.2958353365809372
0,-0.43991649313097614,1,0,1.6137012404433893,1,2,1,0,2,2,2,2,2,1,0,1,1.475287126228552,2.431530523344634,0,0,3.1431353733863068,-0.8342594977756123
0,2.273158691738958,1,0,-0.2594354906780068,1,0,1,0,0,2,0,2,0,0,1,1,0.6959043331506402,-0.09488147084302856,0,2,0.4866645177202728,2.300759060911246
0,2.273158691738958,1,0,0.10704778280226633,1,2,1,0,0,2,0,2,2,0,0,0,1.2393119522049623,0.5168107911614302,0,2,1.3576397145472214,2.2541774947708273
0,-0.43991649313097614,0,0,1.002895784642934,1,2,1,0,2,0,2,0,2,1,0,2,0.9950277931805424,1.4070105509000108,0,0,1.898265444321366,-0.6259874688508387
1,-0.43991649313097614,1,1,-0.1779947632379461,1,2,0,0,2,0,0,0,2,0,0,2,-0.012021188920128179,-0.21180738155854284,0,2,-0.3101397527212752,-0.29544962020849225
0,-0.43991649313097614,1,0,-0.30015585439803716,1,2,2,1,1,1,1,1,1,1,1,3,-1.261692533045053,-0.6835726380833631,0,2,-1.3035626992261429,-0.5707440014818517
0,-0.43991649313097614,1,0,0.5956921474426305,1,0,0,2,0,2,0,2,0,1,1,1,0.042818112085353605,0.32648887268131593,0,2,0.49583820730396383,-0.6273711869660128
0,-0.43991649313097614,1,1,1.002895784642934,1,2,0,2,2,0,2,0,0,0,0,0,0.014567563082529699,0.6206909753840486,0,0,0.898971075824031,-0.8209628382681512
1,2.273158691738958,1,0,-0.6666391278783103,1,2,1,0,0,0,0,2,0,0,1,1,0.6743009721484804,-0.39325555714501215,0,2,0.05618263851355903,2.479674973237394
1,-0.43991649313097614,0,0,-1.1145631287986442,1,0,0,2,0,2,0,0,0,0,1,3,-0.29785027294870164,-0.8863001374247419,0,1,-1.4091338012718686,0.042350462945753835
1,-0.43991649313097614,1,0,-0.62591876415828,1,0,1,0,0,0,0,0,0,0,1,0,0.1873944510998066,-0.4714416201531964,1,2,-0.6285430293909166,-0.03957906346663193
0,2.273158691738958,0,0,0.9621754209229036,1,2,1,0,2,2,0,2,2,1,1,0,1.329048990213933,1.425420256306229,1,0,2.4683385323151086,1.8545082440782665
1,-0.43991649313097614,1,1,1.6137012404433893,1,0,2,1,1,1,1,1,1,2,0,0,-1.4893587220678117,-0.4234086237935666,0,0,-0.19119603073777694,-1.3603422013663053
0,2.273158691738958,0,0,-0.46303730927815856,1,2,1,0,0,0,0,2,2,0,1,2,0.9800716201790471,-0.13604945715309733,1,2,0.48783863523087573,2.4659673658505303
0,-0.43991649313097614,1,1,0.6364125111626608,0,1,0,2,0,2,0,0,2,1,0,1,-0.6567984249845842,-0.03779813969137281,0,2,-0.06584488331098892,-0.807250246703768
0,-0.43991649313097614,1,0,1.4508197855632678,1,2,1,2,2,2,2,2,2,2,0,0,1.6663937812476561,2.45534835563877,0,0,3.163370796193406,-0.7207067387157466
0,-0.43991649313097614,0,0,-0.0965540357978854,1,2,1,2,0,0,2,2,2,0,0,0,1.3838882912194153,0.4105686902979659,0,2,0.8317350919540141,0.019078084094268085
0,-0.43991649313097614,1,0,-1.1960038562387048,1,0,0,0,0,0,0,0,0,0,1,3,-0.6202388909809294,-0.9499615167910894,0,1,-1.6548894787195114,-0.018506793107506282
0,2.273158691738958,0,0,-0.748079855318371,0,1,0,2,0,2,2,0,0,2,0,3,-0.8329489070021932,-0.7017616036166052,0,2,-0.9350227220849145,2.0893969221924578
0,-0.43991649313097614,0,1,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,1,0,-1.4860351280674797,-0.9696735874478677,0,1,-2.0728626837982573,-0.2949726007898143
0,-0.43991649313097614,1,1,1.5729808767233588,1,2,1,0,2,2,0,0,2,2,1,1,1.0299255301840309,2.016451266200112,0,0,2.6288484393014975,-0.9005410165833064
1,-0.43991649313097614,1,1,-0.9924020376385531,1,2,2,1,1,1,1,1,1,1,0,3,-1.341458789053027,-0.9173803115397966,0,1,-1.8774860768188875,-0.3160939474760437
1,-0.43991649313097614,1,1,1.1657772395230555,0,1,0,2,0,2,0,0,0,0,0,0,-1.03568814102246,-0.07271918759621414,0,0,0.015817610360265986,-1.1079514321121586
